"Numero_statut","IsActiveMember","EstimatedSalary","HasCrCard","Exited"
"5639","0","45779.9","0","0"
"5640","1","21859.06","1","0"
"5641","0","162699.7","0","1"
"5642","0","8567.18","1","0"
"5643","0","132943.88","1","0"
"5644","1","12916.32","1","1"
"5645","1","128799.86","1","0"
"5646","0","99347.8","1","1"
"5647","0","40980.87","1","1"
"5648","1","40368.65","1","0"
"5649","1","94738.54","0","0"
"5650","1","88842.8","1","0"
"5651","0","136934.91","1","0"
"5652","1","109356.53","1","0"
"5653","0","199635.93","0","0"
"5654","0","158408.23","1","0"
"5655","1","95936.84","1","0"
"5656","1","126688.83","1","1"
"5657","0","150850.29","1","0"
"5658","1","27802","0","0"
"5659","0","32430.94","1","1"
"5660","0","137332.37","1","1"
"5661","1","28601.68","1","0"
"5662","0","108411.66","1","0"
"5663","1","122518.5","0","0"
"5664","0","9015.07","1","0"
"5665","1","94433.08","0","1"
"5666","0","110371.84","1","0"
"5667","1","141364.62","1","1"
"5668","1","16245.25","1","0"
"5669","1","108348.94","0","1"
"5670","1","171668.2","0","0"
"5671","0","67364.42","1","0"
"5672","1","107867.38","0","0"
"5673","0","194310.1","1","0"
"5674","0","33950.08","0","0"
"5675","0","197588.32","0","0"
"5676","1","428.23","1","0"
"5677","1","34948.77","0","0"
"5678","0","82084.3","1","0"
"5679","0","64804.59","1","0"
"5680","0","83556.65","1","0"
"5681","0","71926.28","0","1"
"5682","1","122925.44","1","0"
"5683","0","13133.88","1","0"
"5684","0","62845.64","1","1"
"5685","0","28411.23","0","0"
"5686","1","28640.92","0","1"
"5687","0","156787.34","0","1"
"5688","1","125307.87","0","0"
"5689","0","131736.23","1","0"
"5690","1","128262.14","1","0"
"5691","0","91366.42","1","0"
"5692","0","82290.81","1","0"
"5693","0","66190.21","1","0"
"5694","1","23920.65","0","0"
"5695","1","45438.38","0","0"
"5696","1","93360.35","1","0"
"5697","1","14496.67","0","0"
"5698","0","168521.72","0","0"
"5699","1","103318.44","1","0"
"5700","1","87219.41","1","0"
"5701","1","197490.39","1","1"
"5702","0","126812.63","1","1"
"5703","0","94283.09","1","0"
"5704","0","46857.52","1","0"
"5705","0","81491.7","1","1"
"5706","1","129107.97","1","0"
"5707","1","49732.9","1","0"
"5708","1","88728.47","0","0"
"5709","1","86981.45","1","0"
"5710","0","3740.93","1","0"
"5711","0","67949.32","0","0"
"5712","1","147636.46","1","0"
"5713","0","188891.96","1","1"
"5714","1","25482.62","0","0"
"5715","1","18391.93","1","0"
"5716","1","140168.36","0","0"
"5717","1","161064.29","0","0"
"5718","1","183542.08","0","0"
"5719","0","194238.92","1","0"
"5720","0","7900.46","0","0"
"5721","1","51424.29","1","0"
"5722","0","152450.84","1","1"
"5723","0","55816.2","0","0"
"5724","1","32909.13","1","0"
"5725","1","100637.07","1","0"
"5726","0","142911.99","0","0"
"5727","0","26287.21","1","0"
"5728","0","60775.76","0","1"
"5729","1","146257.77","1","0"
"5730","1","28332","1","0"
"5731","1","100919.19","1","0"
"5732","1","102591.9","1","1"
"5733","1","25554.4","1","0"
"5734","0","152107.93","1","1"
"5735","1","69381.05","1","0"
"5736","1","101728.46","0","0"
"5737","0","89040.61","0","0"
"5738","1","16910.98","1","0"
"5739","0","150468.35","1","0"
"5740","1","177613.19","1","0"
"5741","0","120672.09","1","0"
"5742","1","77142.85","0","0"
"5743","1","127804.66","0","1"
"5744","0","158344.63","0","0"
"5745","1","167179.48","1","0"
"5746","1","15404.64","1","0"
"5747","1","156036.19","1","0"
"5748","1","144725.14","0","0"
"5749","0","22558.74","0","0"
"5750","0","147342.03","0","0"
"5751","0","85470.45","1","1"
"5752","1","194656.11","1","0"
"5753","1","48505.1","1","0"
"5754","0","101491.23","0","0"
"5755","1","164117.69","1","0"
"5756","1","124626.57","1","0"
"5757","1","34490.06","1","0"
"5758","1","90967.37","1","0"
"5759","0","24208.84","0","1"
"5760","1","174873.09","0","0"
"5761","0","170262.97","1","0"
"5762","1","112289.06","1","0"
"5763","1","93783","1","0"
"5764","1","150026.79","1","0"
"5765","1","102036.82","1","0"
"5766","1","898.51","1","0"
"5767","1","95124.4","1","0"
"5768","0","11514.39","0","0"
"5769","1","27468.72","0","0"
"5770","0","37092.43","1","0"
"5771","0","171587.9","1","0"
"5772","1","80828.78","0","0"
"5773","0","169287.99","1","0"
"5774","0","13197.44","0","0"
"5775","0","54439.53","1","0"
"5776","0","38186.85","1","0"
"5777","0","27274.6","1","1"
"5778","1","65758.19","1","0"
"5779","0","97767.63","1","0"
"5780","1","115468.84","1","1"
"5781","0","98293.14","1","0"
"5782","0","182059.28","0","0"
"5783","1","128538.05","0","0"
"5784","1","108841.83","1","0"
"5785","1","18581.84","1","0"
"5786","1","146821.42","0","0"
"5787","0","100727.68","0","0"
"5788","0","39356.38","1","0"
"5789","0","169921.11","0","1"
"5790","0","42364.75","1","1"
"5791","0","28823.04","1","0"
"5792","1","182436.81","0","1"
"5793","0","115700.2","1","0"
"5794","0","16725.53","1","0"
"5795","1","56875.76","1","0"
"5796","0","56214.09","1","0"
"5797","1","193412.05","1","0"
"5798","0","83263.04","0","0"
"5799","1","13404.4","0","0"
"5800","1","184474.15","1","1"
"5801","1","121124.53","1","0"
"5802","1","152567.75","0","1"
"5803","0","10722.54","1","0"
"5804","0","58010.98","0","0"
"5805","0","163440.8","1","1"
"5806","1","102606.92","1","0"
"5807","1","80591.18","1","0"
"5808","0","177362.45","1","0"
"5809","0","120257.7","1","1"
"5810","1","180622.02","1","0"
"5811","0","130404.53","0","0"
"5812","1","147797.54","0","0"
"5813","1","57844.26","0","0"
"5814","0","162523.66","1","0"
"5815","1","54495.82","1","0"
"5816","1","169183.66","0","0"
"5817","1","80262.91","0","0"
"5818","1","8751.59","0","0"
"5819","1","102628.98","1","0"
"5820","1","94823.95","1","0"
"5821","0","90821.66","0","0"
"5822","0","153194.32","1","1"
"5823","0","87310.59","1","0"
"5824","0","146411.41","1","1"
"5825","1","74048.1","1","1"
"5826","1","23386.77","1","1"
"5827","1","92898.17","1","0"
"5828","1","45956.05","1","0"
"5829","0","71738.56","1","0"
"5830","0","103560.98","1","0"
"5831","1","52367.29","1","0"
"5832","1","152916.05","1","1"
"5833","1","4410.77","0","0"
"5834","0","74771.22","1","1"
"5835","0","193817.63","1","1"
"5836","1","26793.82","1","0"
"5837","1","32526.64","1","0"
"5838","0","824","1","0"
"5839","0","85250.77","0","1"
"5840","1","83508.93","1","0"
"5841","1","173599.38","1","0"
"5842","0","79342.31","1","1"
"5843","1","57600.66","0","0"
"5844","1","56191.99","1","0"
"5845","1","6770.44","1","0"
"5846","1","101694.67","0","0"
"5847","0","69113.14","1","0"
"5848","0","172674.36","0","1"
"5849","1","26606.28","1","0"
"5850","0","53353.36","0","0"
"5851","1","63747.51","1","0"
"5852","1","190112.05","0","0"
"5853","1","110317.39","0","0"
"5854","0","148623.43","1","1"
"5855","1","125253.46","1","0"
"5856","0","101954.78","1","1"
"5857","0","168462.26","1","0"
"5858","0","26215.85","1","1"
"5859","0","97045.32","1","1"
"5860","1","53534.8","0","0"
"5861","0","8949.2","1","0"
"5862","1","163116.75","1","0"
"5863","1","140745.91","1","0"
"5864","0","171515.84","0","0"
"5865","0","150803.44","0","0"
"5866","0","76884.05","1","0"
"5867","1","170454.93","0","1"
"5868","1","143104.3","1","0"
"5869","1","55701.62","1","0"
"5870","1","186370.3","0","0"
"5871","0","24275.32","1","0"
"5872","0","50774.81","0","1"
"5873","1","154279.87","0","0"
"5874","0","68462.59","1","1"
"5875","1","91036.74","1","0"
"5876","1","83681.97","1","0"
"5877","0","199484.96","1","0"
"5878","0","152491.22","0","0"
"5879","1","134875.37","1","0"
"5880","1","184366.14","1","0"
"5881","1","189839.93","1","0"
"5882","1","175643.44","0","0"
"5883","1","3268.17","0","1"
"5884","1","47089.72","1","0"
"5885","1","46562.02","1","0"
"5886","1","62487.97","1","0"
"5887","1","181598.25","0","0"
"5888","0","64815.05","1","1"
"5889","1","70196.23","1","1"
"5890","1","160383.47","0","0"
"5891","0","35848.12","1","0"
"5892","0","87278.48","1","0"
"5893","0","94498.82","1","0"
"5894","1","133486.36","0","0"
"5895","0","73107.6","1","0"
"5896","0","195333.98","1","0"
"5897","0","121525.48","1","0"
"5898","0","173843.21","1","0"
"5899","0","185227.42","1","0"
"5900","0","125244.18","0","0"
"5901","0","163113.41","1","0"
"5902","0","123006.91","0","0"
"5903","0","40463.03","1","0"
"5904","1","131363.57","1","1"
"5905","0","188305.85","1","1"
"5906","0","143994.86","1","0"
"5907","0","89368.59","0","0"
"5908","1","158365.89","1","0"
"5909","0","78753.12","1","1"
"5910","1","100408.31","1","0"
"5911","1","24677.54","1","0"
"5912","1","39570.78","1","0"
"5913","0","155665.76","0","0"
"5914","1","168294.27","1","0"
"5915","1","87908.01","0","0"
"5916","0","191198.92","1","1"
"5917","0","191207.03","0","0"
"5918","0","128954.05","1","0"
"5919","1","59905.29","0","0"
"5920","0","162012.6","1","0"
"5921","1","19231.98","0","0"
"5922","1","175749.36","1","0"
"5923","0","60533.96","1","1"
"5924","0","137508.42","1","1"
"5925","1","189430.86","0","0"
"5926","1","6723.66","0","0"
"5927","0","41371.68","1","1"
"5928","0","125140.72","0","1"
"5929","1","143683.75","1","0"
"5930","1","170770.44","1","0"
"5931","1","157397.57","0","0"
"5932","0","50595.15","1","1"
"5933","1","50390.98","1","0"
"5934","0","163150.03","1","1"
"5935","0","138280.17","0","0"
"5936","0","135067.02","0","0"
"5937","1","163534.75","1","1"
"5938","0","86657.48","0","0"
"5939","1","162087.82","0","0"
"5940","1","28879.3","1","0"
"5941","1","169203.51","1","1"
"5942","0","102426.12","1","0"
"5943","0","54676.1","1","1"
"5944","1","18369.33","1","0"
"5945","1","159888.1","0","0"
"5946","1","167636.15","0","0"
"5947","0","138889.15","1","0"
"5948","1","199392.14","1","0"
"5949","0","189560.43","1","0"
"5950","1","17375.27","0","1"
"5951","0","140225.14","1","1"
"5952","1","61018.85","0","0"
"5953","1","51907.72","1","1"
"5954","0","47018.75","1","0"
"5955","1","33700.52","0","0"
"5956","1","59636.43","1","1"
"5957","0","157147.59","1","0"
"5958","1","191393.26","1","0"
"5959","1","199862.75","0","0"
"5960","0","20016.59","1","0"
"5961","0","30635.52","1","1"
"5962","1","117832.88","0","0"
"5963","1","22497.1","1","1"
"5964","1","747.88","1","0"
"5965","0","76870.81","0","0"
"5966","1","107848.24","1","0"
"5967","0","103726.71","1","0"
"5968","0","178268.36","1","0"
"5969","1","126281.83","0","0"
"5970","1","196651.72","0","0"
"5971","0","5962.3","0","0"
"5972","0","21928.81","1","0"
"5973","0","127022.87","0","1"
"5974","1","162763.01","1","0"
"5975","1","113950.51","1","0"
"5976","1","104930.46","0","0"
"5977","0","52337.97","0","1"
"5978","1","179964.55","0","0"
"5979","0","83753.64","1","0"
"5980","0","182913.95","0","0"
"5981","0","166720.28","1","0"
"5982","0","192721.98","1","0"
"5983","1","180241.44","1","0"
"5984","0","48475.12","1","0"
"5985","0","126551.48","1","0"
"5986","1","64872.55","1","0"
"5987","0","98031.53","1","1"
"5988","0","93524.22","1","0"
"5989","1","56991.66","1","0"
"5990","0","183980.56","0","1"
"5991","1","130234.63","1","0"
"5992","0","32454.26","1","0"
"5993","1","75396.43","1","0"
"5994","0","167756.45","0","0"
"5995","1","24799.47","1","0"
"5996","1","60429.43","1","0"
"5997","1","74241.09","1","0"
"5998","1","78310.82","0","0"
"5999","0","119419.37","1","0"
"6000","0","91305.77","0","0"
"6001","1","25136.95","0","1"
"6002","0","193880.6","1","1"
"6003","0","47856.78","1","0"
"6004","1","4491.77","1","0"
"6005","1","101311.95","1","0"
"6006","1","38830.72","0","0"
"6007","0","26817.23","1","0"
"6008","1","199727.72","1","0"
"6009","1","67445.85","1","0"
"6010","0","161002.29","1","0"
"6011","0","20778.39","1","0"
"6012","1","41042.4","1","1"
"6013","0","67484.16","1","0"
"6014","0","121763.68","1","0"
"6015","0","157358.43","1","1"
"6016","1","110275.17","1","0"
"6017","0","43801.27","0","0"
"6018","0","9085","0","0"
"6019","1","143086.09","0","0"
"6020","1","100556.98","0","0"
"6021","0","140000.29","1","0"
"6022","1","186775.25","1","0"
"6023","0","133570.43","1","1"
"6024","1","154990.58","0","1"
"6025","0","27654.44","0","0"
"6026","0","137763.93","0","0"
"6027","0","25723.73","1","0"
"6028","1","186285.52","0","0"
"6029","1","142208.5","1","1"
"6030","1","169862.01","0","1"
"6031","0","41365.85","1","0"
"6032","1","30812.84","1","0"
"6033","0","155023.93","1","0"
"6034","0","159416.58","1","0"
"6035","0","76259.23","0","0"
"6036","0","105965.25","1","0"
"6037","1","50743.83","0","0"
"6038","1","147720.27","1","0"
"6039","1","167387.36","1","0"
"6040","1","95159.13","0","0"
"6041","1","4654.28","1","0"
"6042","0","130376.68","1","0"
"6043","1","173486.39","1","0"
"6044","0","93881.75","1","0"
"6045","1","36376.97","1","0"
"6046","1","128499.94","1","0"
"6047","1","105898.69","0","0"
"6048","1","11959.03","1","0"
"6049","0","98810.78","0","0"
"6050","0","65906.07","1","0"
"6051","0","151516.7","1","0"
"6052","0","37214.39","1","0"
"6053","0","92033.98","0","0"
"6054","0","195692.3","0","0"
"6055","1","6342.84","1","1"
"6056","1","95148.28","0","0"
"6057","1","21215.67","1","0"
"6058","1","19700.24","1","0"
"6059","0","134396.64","1","1"
"6060","1","135077.01","1","0"
"6061","0","133600.89","1","1"
"6062","0","99922.08","0","1"
"6063","1","41399.33","1","0"
"6064","1","159344.43","1","0"
"6065","0","18364.19","1","0"
"6066","1","98162.44","1","1"
"6067","0","84663.21","0","0"
"6068","0","36536.93","0","0"
"6069","1","79101.67","1","0"
"6070","1","16644.16","1","0"
"6071","1","158420.14","0","0"
"6072","0","48988.28","1","0"
"6073","1","96862.56","1","0"
"6074","1","96366.7","1","0"
"6075","1","146123.19","1","0"
"6076","0","135178.91","0","0"
"6077","0","158615.41","1","0"
"6078","0","71433.88","0","0"
"6079","1","55672.09","0","0"
"6080","1","150218.11","1","0"
"6081","0","162734.31","0","1"
"6082","1","21228.71","0","1"
"6083","0","62027.9","1","0"
"6084","1","60988.21","1","1"
"6085","1","108675.01","1","0"
"6086","0","72643.95","1","1"
"6087","1","9241.52","1","0"
"6088","0","153080.4","1","1"
"6089","0","72196.57","1","0"
"6090","1","199527.34","1","0"
"6091","1","156598.23","0","0"
"6092","1","74917.64","0","0"
"6093","1","111249.62","1","0"
"6094","1","59115.77","1","0"
"6095","0","148218.86","1","0"
"6096","1","77142.32","1","0"
"6097","0","67484.6","1","0"
"6098","1","63452.18","1","1"
"6099","1","103660.31","0","0"
"6100","0","163191.99","1","1"
"6101","0","62905.29","1","0"
"6102","1","44323.22","1","1"
"6103","1","97938.59","1","0"
"6104","1","126565.21","0","0"
"6105","0","185360.4","1","1"
"6106","0","183229.02","1","0"
"6107","1","106024.02","1","0"
"6108","0","167810.26","1","0"
"6109","1","138536.09","1","0"
"6110","1","184520","1","1"
"6111","1","20492.16","0","0"
"6112","0","134676.72","1","0"
"6113","0","138478.2","1","0"
"6114","1","125557.95","0","0"
"6115","0","82969.61","1","1"
"6116","1","158071.69","0","0"
"6117","1","43615.67","0","0"
"6118","0","119969.99","1","0"
"6119","0","140201.21","0","0"
"6120","1","80792.83","1","0"
"6121","1","141359.11","1","0"
"6122","0","23344.94","1","0"
"6123","0","5075.17","1","1"
"6124","1","95500.98","1","0"
"6125","1","79082.62","0","0"
"6126","1","199805.63","0","0"
"6127","1","52709.55","0","0"
"6128","0","56583.88","1","0"
"6129","1","3385.04","0","0"
"6130","1","12537.42","0","0"
"6131","0","64722.61","0","0"
"6132","1","75246.21","1","1"
"6133","0","198929.84","1","0"
"6134","0","69011.66","1","0"
"6135","1","52404.47","1","0"
"6136","1","163641.53","1","0"
"6137","1","154598.56","1","0"
"6138","0","173989.47","1","1"
"6139","0","61315.37","1","1"
"6140","0","143393.24","1","0"
"6141","0","124210.53","0","0"
"6142","1","151460.84","1","0"
"6143","0","20734.81","1","0"
"6144","0","43705.56","1","0"
"6145","0","180736.24","1","0"
"6146","0","104170.48","1","0"
"6147","1","27867.59","0","0"
"6148","0","55387.28","1","0"
"6149","0","196332.45","1","0"
"6150","1","116046.22","1","0"
"6151","0","93874.87","1","1"
"6152","0","76614.04","0","0"
"6153","1","6076.62","1","0"
"6154","1","122221.71","1","0"
"6155","1","24156.03","1","0"
"6156","0","135394.62","1","0"
"6157","0","91340.02","0","0"
"6158","0","146090.38","1","0"
"6159","0","172096.08","1","0"
"6160","1","135034.57","0","1"
"6161","0","84008.66","1","0"
"6162","0","91763.67","0","0"
"6163","1","137001.1","1","0"
"6164","0","106799.49","1","0"
"6165","1","10494.64","0","0"
"6166","1","79866.73","1","1"
"6167","1","186172.85","0","0"
"6168","1","91673.6","0","0"
"6169","1","18458.2","1","0"
"6170","0","8342.35","1","0"
"6171","0","138578.37","1","0"
"6172","1","38129.22","1","0"
"6173","1","107155.4","1","1"
"6174","1","29792.11","1","0"
"6175","1","7063.6","0","0"
"6176","1","21645.06","1","0"
"6177","1","137079.86","1","0"
"6178","0","172718.35","0","1"
"6179","0","106691.02","0","0"
"6180","1","72274.84","1","0"
"6181","1","32246.63","1","0"
"6182","0","80552.36","1","0"
"6183","0","16733.59","1","0"
"6184","0","1235.49","0","0"
"6185","0","50168.41","0","1"
"6186","1","33687.9","1","0"
"6187","1","178705.45","0","1"
"6188","1","66810.48","0","0"
"6189","1","45859.55","1","1"
"6190","0","63846.36","1","0"
"6191","1","100236.02","0","0"
"6192","1","19645.65","1","0"
"6193","0","178393.68","1","0"
"6194","0","78591.15","0","0"
"6195","1","124954.56","0","0"
"6196","1","3756.65","1","0"
"6197","1","152723.23","1","0"
"6198","0","187597.98","1","1"
"6199","1","70381.49","1","0"
"6200","0","156792.89","0","0"
"6201","0","35534.68","0","0"
"6202","0","151256.22","0","0"
"6203","1","51011.29","0","0"
"6204","0","111190.53","1","0"
"6205","0","69664.35","1","0"
"6206","0","63233.02","0","1"
"6207","1","40855.79","0","0"
"6208","0","95673.05","1","0"
"6209","1","80234.14","1","0"
"6210","0","189051.59","0","1"
"6211","0","145490.85","1","0"
"6212","0","196278.32","0","0"
"6213","1","162889.1","1","0"
"6214","1","174667.58","1","0"
"6215","1","3476.38","1","0"
"6216","1","19344.92","1","0"
"6217","0","95270.83","1","0"
"6218","1","107759.31","1","0"
"6219","0","118368.2","1","0"
"6220","0","52484.01","1","0"
"6221","0","178153.65","1","0"
"6222","0","49915.52","1","1"
"6223","1","33747.03","1","0"
"6224","1","59961.81","1","0"
"6225","1","18613.52","1","0"
"6226","0","198894.42","1","0"
"6227","1","57014.17","0","1"
"6228","1","131729.52","1","0"
"6229","1","79169.73","1","0"
"6230","0","106472.34","1","0"
"6231","1","17013.54","0","0"
"6232","1","150661.42","1","1"
"6233","0","86622.56","0","1"
"6234","1","115767.93","1","0"
"6235","0","141998.89","1","0"
"6236","1","182787.17","1","0"
"6237","0","187915.7","0","0"
"6238","1","133267.78","1","0"
"6239","1","137476.09","1","0"
"6240","1","77146.14","1","0"
"6241","0","183271.15","1","0"
"6242","1","26362.4","1","0"
"6243","1","153373.71","1","0"
"6244","0","70705.58","1","0"
"6245","0","119759.24","1","0"
"6246","0","42392.24","0","0"
"6247","1","34670.62","0","1"
"6248","0","82106.19","0","0"
"6249","0","171774.5","1","0"
"6250","0","149772.61","0","0"
"6251","0","38866.85","1","0"
"6252","0","35179.18","1","0"
"6253","0","41788.37","0","0"
"6254","1","17376.57","1","1"
"6255","0","199428.19","1","0"
"6256","0","16922.28","1","1"
"6257","1","178291.89","1","1"
"6258","0","152290.28","1","0"
"6259","0","126809.15","1","0"
"6260","1","40385.61","1","0"
"6261","1","34350.54","1","0"
"6262","0","199005.88","0","0"
"6263","1","52629.73","0","1"
"6264","1","180012.39","1","0"
"6265","0","35342.33","0","0"
"6266","0","109291.22","1","0"
"6267","0","62746.54","1","0"
"6268","0","173273.2","0","1"
"6269","1","54340.24","1","0"
"6270","1","19302.78","1","0"
"6271","0","10883.52","0","0"
"6272","1","17298.72","1","1"
"6273","1","115779.48","1","1"
"6274","1","93228.86","0","1"
"6275","0","148704.77","1","1"
"6276","1","150475.14","1","0"
"6277","0","40914.32","1","1"
"6278","0","38587.7","1","0"
"6279","1","171260.66","1","0"
"6280","0","94187.47","1","1"
"6281","1","145900.89","1","0"
"6282","0","152298.28","0","0"
"6283","1","99828.45","1","0"
"6284","0","34743.98","1","0"
"6285","0","121189.3","1","1"
"6286","1","129660.59","0","0"
"6287","0","145477.36","1","0"
"6288","1","151822.66","0","0"
"6289","0","49656.24","1","0"
"6290","0","73856.28","1","1"
"6291","1","116757","1","0"
"6292","0","16319.56","0","0"
"6293","1","90273.85","0","0"
"6294","0","161344.13","1","0"
"6295","0","121061.89","1","0"
"6296","0","69531.22","0","1"
"6297","1","3756.23","0","0"
"6298","0","114448.13","0","0"
"6299","1","144045.08","0","1"
"6300","0","58781.11","1","0"
"6301","1","179227.52","1","0"
"6302","0","127332.33","1","0"
"6303","1","86642.38","0","0"
"6304","0","184178.29","1","1"
"6305","1","9551.49","0","0"
"6306","1","56053.06","1","0"
"6307","1","1118.31","1","0"
"6308","1","195732.04","1","0"
"6309","0","175070.94","1","1"
"6310","1","112331.19","0","0"
"6311","0","43956.83","1","0"
"6312","1","115994.52","1","0"
"6313","0","166682.57","1","0"
"6314","0","99843.98","1","0"
"6315","1","141175.18","1","1"
"6316","0","175910.95","1","1"
"6317","1","176984.34","0","0"
"6318","1","43480.63","1","0"
"6319","0","155047.11","0","1"
"6320","1","176137.2","1","0"
"6321","1","154843.4","0","0"
"6322","1","8214.46","1","0"
"6323","1","147075.69","0","0"
"6324","0","116495.55","0","0"
"6325","1","31165.06","1","1"
"6326","1","192127.22","1","1"
"6327","0","137491.23","1","0"
"6328","1","186841.71","1","0"
"6329","0","86776.38","0","0"
"6330","1","72073.72","1","0"
"6331","0","10662.58","0","0"
"6332","1","91001.02","1","0"
"6333","1","20555.21","1","0"
"6334","1","123164.97","1","0"
"6335","1","143463.28","1","0"
"6336","0","92131.54","0","0"
"6337","0","77178.42","0","0"
"6338","1","193650.16","1","0"
"6339","0","52861.89","0","0"
"6340","0","35896.75","1","0"
"6341","1","149418.41","1","0"
"6342","1","46253.65","1","0"
"6343","0","86609.37","1","0"
"6344","0","91943.94","0","1"
"6345","0","128892.36","1","0"
"6346","0","44830.71","1","0"
"6347","1","84508.44","0","1"
"6348","1","84760.7","1","0"
"6349","0","147661.47","1","0"
"6350","1","82393.08","0","0"
"6351","1","135995.58","0","0"
"6352","0","159800.16","0","0"
"6353","0","14379.01","1","0"
"6354","1","74322.85","1","0"
"6355","1","189016.24","1","1"
"6356","0","136435.75","0","0"
"6357","1","78488.39","1","0"
"6358","1","113695.99","0","0"
"6359","0","54628.11","1","0"
"6360","0","150835.21","1","1"
"6361","1","158891.79","1","0"
"6362","1","160523.33","1","0"
"6363","1","180595.02","1","0"
"6364","0","16618.76","1","0"
"6365","0","79919.97","1","0"
"6366","0","186489.14","0","1"
"6367","1","51999.5","1","0"
"6368","0","121299.14","1","0"
"6369","0","144593.3","1","1"
"6370","0","178752.73","0","0"
"6371","1","94148.3","1","0"
"6372","1","77414.45","1","0"
"6373","0","63236.97","1","0"
"6374","1","108645.85","0","0"
"6375","1","95153.24","1","0"
"6376","0","136079.64","1","1"
"6377","0","98273.01","1","1"
"6378","0","113505.93","1","1"
"6379","1","52525.15","0","1"
"6380","0","194617.98","1","0"
"6381","0","152541.89","1","1"
"6382","1","142903.44","1","0"
"6383","0","182257.61","1","0"
"6384","0","135431.72","0","0"
"6385","1","175697.87","1","0"
"6386","1","59061.25","0","0"
"6387","1","131283.6","0","1"
"6388","0","152499.8","1","0"
"6389","0","15523.09","1","1"
"6390","1","186418.85","0","0"
"6391","0","32262.28","1","0"
"6392","0","128052.29","1","0"
"6393","0","181419.29","1","0"
"6394","1","109783.29","1","0"
"6395","0","181879.56","1","0"
"6396","0","74260.16","1","0"
"6397","1","49865.04","0","0"
"6398","1","103608.06","1","0"
"6399","0","167564.82","1","0"
"6400","1","41816.49","0","1"
"6401","0","179066.58","0","0"
"6402","0","109184.24","0","0"
"6403","1","199841.32","1","0"
"6404","1","83617.17","1","1"
"6405","0","84863.85","1","1"
"6406","1","114775.53","0","0"
"6407","0","103557.93","1","0"
"6408","0","85028.36","1","1"
"6409","0","153064.87","1","0"
"6410","1","38784.42","1","0"
"6411","1","186526.12","1","0"
"6412","0","28789.94","1","0"
"6413","1","45038.29","0","1"
"6414","1","150245.81","0","0"
"6415","0","57762","0","0"
"6416","0","4292.72","1","0"
"6417","0","173365.89","1","0"
"6418","1","119484.01","1","0"
"6419","0","121821.16","0","0"
"6420","0","151733.43","1","0"
"6421","1","53784.22","0","0"
"6422","1","62733.05","1","0"
"6423","1","17671.78","0","0"
"6424","0","188905.43","1","0"
"6425","0","113079.19","0","1"
"6426","0","83997.79","0","0"
"6427","0","125424.42","1","0"
"6428","0","143194.05","1","0"
"6429","0","93132.61","1","1"
"6430","1","76038.38","0","0"
"6431","0","168658.3","1","0"
"6432","1","108419.41","0","0"
"6433","1","171657.57","1","0"
"6434","1","22357.25","1","0"
"6435","0","193903.06","1","0"
"6436","0","141926.43","1","0"
"6437","1","104079.62","1","0"
"6438","1","93832.33","1","0"
"6439","0","1568.91","1","0"
"6440","0","60778.11","1","1"
"6441","1","16119.96","0","1"
"6442","0","60375.18","1","0"
"6443","0","187946.55","1","0"
"6444","1","195563.99","0","0"
"6445","1","38196.24","1","0"
"6446","1","179435.21","1","0"
"6447","1","93208.22","1","0"
"6448","1","61531.86","0","0"
"6449","0","92826.35","1","0"
"6450","0","23140.28","0","1"
"6451","0","74287.53","1","0"
"6452","1","101102.39","1","0"
"6453","0","126933.73","1","0"
"6454","0","68408.74","0","0"
"6455","1","155356.34","1","0"
"6456","1","3234.8","0","0"
"6457","0","195209.4","1","0"
"6458","1","169149.38","1","0"
"6459","1","68075.14","1","0"
"6460","1","93707.8","1","0"
"6461","0","156153.27","0","0"
"6462","0","58601.61","1","0"
"6463","1","114448.77","1","0"
"6464","1","126551.65","0","0"
"6465","1","112350.21","0","1"
"6466","1","185808.7","1","0"
"6467","1","118235.52","1","1"
"6468","1","183051.6","0","1"
"6469","1","27922.45","0","0"
"6470","0","196476.19","1","0"
"6471","0","190429.52","1","0"
"6472","0","35034.15","1","0"
"6473","0","66389.43","1","1"
"6474","0","107615.43","1","0"
"6475","1","99692.65","1","0"
"6476","0","88729.22","0","1"
"6477","0","173321.65","0","0"
"6478","0","139463.57","0","0"
"6479","1","3769.71","1","0"
"6480","0","149946.43","1","1"
"6481","1","135768.25","0","0"
"6482","0","31708.53","1","0"
"6483","1","151677.31","1","0"
"6484","0","170518.83","1","0"
"6485","0","196582.19","1","0"
"6486","1","3298.65","1","0"
"6487","0","162878.96","0","0"
"6488","1","64014.24","0","0"
"6489","0","26257.01","1","0"
"6490","1","126794.56","1","0"
"6491","0","164162.44","1","0"
"6492","0","179206.92","0","0"
"6493","0","18254.75","0","0"
"6494","0","83949.68","1","0"
"6495","1","22684.78","1","0"
"6496","0","7953.62","1","1"
"6497","0","143952.24","1","1"
"6498","0","158032.5","1","1"
"6499","0","199104.52","1","0"
"6500","1","87566.97","1","0"
"6501","0","170563.73","0","0"
"6502","0","157871.55","1","0"
"6503","0","93203.43","1","0"
"6504","1","54398.56","0","0"
"6505","1","168779.47","1","0"
"6506","0","1140.02","0","1"
"6507","0","186476.91","1","1"
"6508","0","29023.03","1","0"
"6509","1","60021.34","0","1"
"6510","0","180456.8","0","0"
"6511","1","132498.39","1","1"
